,run,rho,number of servers,number of customers,mean waiting time
325,11,0.9,4,9000,1.2519698089217888
326,11,0.9,4,10000,1.2340274485354827
327,11,0.9,4,20000,1.0957127151139239
328,11,0.9,4,30000,1.1238331986686367
329,11,0.9,4,40000,1.0582763256820638
330,11,0.9,4,50000,1.0197120188582842
331,11,0.9,4,60000,0.9946557721315961
332,11,0.9,4,70000,0.965942179847913
333,11,0.9,4,80000,0.9741747917996708
334,11,0.9,4,90000,0.9606120493910022
335,11,0.9,4,100000,0.9602093718463753
336,12,0.9,4,100,0.2676824456407344
337,12,0.9,4,200,0.39458066485910154
338,12,0.9,4,300,0.6285409386640474
339,12,0.9,4,400,0.5532700141125086
340,12,0.9,4,500,0.5439293927551473
341,12,0.9,4,600,0.5743762335942728
342,12,0.9,4,700,0.5926208906626819
343,12,0.9,4,800,0.6370728708074489
344,12,0.9,4,900,0.608543869837443
345,12,0.9,4,1000,0.569207981551506
346,12,0.9,4,2000,0.6363925333128273
347,12,0.9,4,3000,0.8710246791475829
348,12,0.9,4,4000,0.8762493645009171
349,12,0.9,4,5000,0.8383172760595746
350,12,0.9,4,6000,0.8324190647391696
351,12,0.9,4,7000,0.7628919526771573
352,12,0.9,4,8000,0.7463128335321617
353,12,0.9,4,9000,0.7734741555876051
354,12,0.9,4,10000,0.868681611497483
355,12,0.9,4,20000,0.9883828789786298
356,12,0.9,4,30000,0.8939987026990319
357,12,0.9,4,40000,0.8967660323044835
358,12,0.9,4,50000,0.8885397249322444
359,12,0.9,4,60000,0.8868222478798875
360,12,0.9,4,70000,0.9119044346711399
361,12,0.9,4,80000,0.9001794253863773
362,12,0.9,4,90000,0.9784046474638337
363,12,0.9,4,100000,1.0292323156277092
364,13,0.9,4,100,0.22233276038322006
365,13,0.9,4,200,0.22499380778288183
366,13,0.9,4,300,0.18826031702822243
367,13,0.9,4,400,0.22600851861730326
368,13,0.9,4,500,0.4257434121626004
369,13,0.9,4,600,0.6020939871425846
370,13,0.9,4,700,0.6095795689468853
371,13,0.9,4,800,0.6640515580942133
372,13,0.9,4,900,0.6438005978105038
373,13,0.9,4,1000,0.626263251103177
374,13,0.9,4,2000,0.7348137228530663
375,13,0.9,4,3000,0.6622318461722123
376,13,0.9,4,4000,0.7403037477131424
377,13,0.9,4,5000,0.7138837588065536
378,13,0.9,4,6000,0.6548587714910034
379,13,0.9,4,7000,0.6560130739841774
380,13,0.9,4,8000,0.6566848670568407
381,13,0.9,4,9000,0.6695017559208161
382,13,0.9,4,10000,0.6938405534995035
383,13,0.9,4,20000,0.8557554912830645
384,13,0.9,4,30000,0.8526207663769907
385,13,0.9,4,40000,0.8795994837610756
386,13,0.9,4,50000,0.868944956200984
387,13,0.9,4,60000,0.8615464891193148
388,13,0.9,4,70000,0.9112659081635555
389,13,0.9,4,80000,0.9349136355236723
390,13,0.9,4,90000,0.9196938782912951
391,13,0.9,4,100000,0.9450349013112391
392,14,0.9,4,100,0.43034492052342643
393,14,0.9,4,200,0.5630342709152669
394,14,0.9,4,300,0.7122052594874189
395,14,0.9,4,400,0.7849464734842748
396,14,0.9,4,500,0.8322946357732671
397,14,0.9,4,600,0.7417261233991396
398,14,0.9,4,700,0.7102349928128215
399,14,0.9,4,800,0.7510486112733394
400,14,0.9,4,900,0.6939647555926403
401,14,0.9,4,1000,0.7038552487579102
402,14,0.9,4,2000,0.7161796805852363
403,14,0.9,4,3000,0.851961813159014
404,14,0.9,4,4000,0.8035187269629593
405,14,0.9,4,5000,0.7274339532506945
406,14,0.9,4,6000,0.6919152561223846
407,14,0.9,4,7000,0.7141318761483761
408,14,0.9,4,8000,0.7799314971323059
409,14,0.9,4,9000,0.7734666202044712
410,14,0.9,4,10000,0.7599369924496776
411,14,0.9,4,20000,1.081624224696472
412,14,0.9,4,30000,1.1144376899302322
413,14,0.9,4,40000,1.0603150387014753
414,14,0.9,4,50000,1.084809123371297
415,14,0.9,4,60000,1.0489210630178527
416,14,0.9,4,70000,1.0511059838387165
417,14,0.9,4,80000,1.1096103819023349
418,14,0.9,4,90000,1.0934653601301065
419,14,0.9,4,100000,1.0903459858050186
420,15,0.9,4,100,0.12910396863986884
421,15,0.9,4,200,0.2262216408412417
422,15,0.9,4,300,0.27652059242897203
423,15,0.9,4,400,0.3077614673319578
424,15,0.9,4,500,0.6885880676911179
425,15,0.9,4,600,0.818757005060924
426,15,0.9,4,700,0.7460701178964012
427,15,0.9,4,800,0.7771906449142278
428,15,0.9,4,900,0.7725308544217965
429,15,0.9,4,1000,0.8810724963826363
430,15,0.9,4,2000,1.1402159498226296
431,15,0.9,4,3000,1.1157036083688432
432,15,0.9,4,4000,1.072644076625206
433,15,0.9,4,5000,1.0298969750521185
434,15,0.9,4,6000,0.9406511541308279
435,15,0.9,4,7000,0.8996481299435114
436,15,0.9,4,8000,0.8634799668214641
437,15,0.9,4,9000,0.9640831975352976
438,15,0.9,4,10000,0.9313805846079466
439,15,0.9,4,20000,1.145788014311634
440,15,0.9,4,30000,1.0841936432816794
441,15,0.9,4,40000,1.0616720816879468
442,15,0.9,4,50000,1.007733230695832
443,15,0.9,4,60000,0.9879135870182059
444,15,0.9,4,70000,1.0012010179915203
445,15,0.9,4,80000,1.0138653838251233
446,15,0.9,4,90000,1.0211396603290053
447,15,0.9,4,100000,1.0071249347838982
448,16,0.9,4,100,1.3256709989807356
449,16,0.9,4,200,0.9152998528891225
450,16,0.9,4,300,0.684511748588358
451,16,0.9,4,400,0.6765519980043021
452,16,0.9,4,500,0.6672064448853607
453,16,0.9,4,600,0.6842789645507134
454,16,0.9,4,700,0.6657382568077014
455,16,0.9,4,800,0.6408165118948759
456,16,0.9,4,900,0.6847771354314025
457,16,0.9,4,1000,0.7009204424148423
458,16,0.9,4,2000,0.9739609060489145
459,16,0.9,4,3000,0.9548914891180936
460,16,0.9,4,4000,0.856039263291374
461,16,0.9,4,5000,0.7863588409507798
462,16,0.9,4,6000,0.7694173981727942
463,16,0.9,4,7000,0.823833997804055
464,16,0.9,4,8000,0.934031731197647
465,16,0.9,4,9000,0.9378916342581627
466,16,0.9,4,10000,0.9189893621601993
467,16,0.9,4,20000,0.8788031620691232
468,16,0.9,4,30000,0.8878916850666555
469,16,0.9,4,40000,0.8966175722683396
470,16,0.9,4,50000,0.999097834789331
471,16,0.9,4,60000,0.9868120458418306
472,16,0.9,4,70000,0.9803575529816723
473,16,0.9,4,80000,0.9681450776172311
474,16,0.9,4,90000,0.9804479835998754
475,16,0.9,4,100000,0.9763370838320556
476,17,0.9,4,100,0.17595853666950048
477,17,0.9,4,200,0.6399440235961942
478,17,0.9,4,300,0.5379289699587914
479,17,0.9,4,400,0.6107205616926852
480,17,0.9,4,500,0.9430458769836321
481,17,0.9,4,600,0.8616588878077325
482,17,0.9,4,700,0.9280497650806406
483,17,0.9,4,800,0.8799960616926181
484,17,0.9,4,900,0.8353174762976645
485,17,0.9,4,1000,0.8207602040360636
486,17,0.9,4,2000,0.6459385520398464
487,17,0.9,4,3000,0.6710021517649168
488,17,0.9,4,4000,0.8301866448555114
489,17,0.9,4,5000,0.9086315557065846
490,17,0.9,4,6000,0.940966279624236
491,17,0.9,4,7000,0.9123811711089512
492,17,0.9,4,8000,0.951834107411496
493,17,0.9,4,9000,1.017644639123968
494,17,0.9,4,10000,0.9943746190464221
495,17,0.9,4,20000,0.9154864880486315
496,17,0.9,4,30000,0.9474916739990973
497,17,0.9,4,40000,0.962756816103986
498,17,0.9,4,50000,0.9985408115664562
499,17,0.9,4,60000,1.0513093705500556
500,17,0.9,4,70000,1.0092917685271994
501,17,0.9,4,80000,0.9931529091299042
502,17,0.9,4,90000,0.9714346045854547
503,17,0.9,4,100000,0.98729668445297
504,18,0.9,4,100,0.8318892433267814
505,18,0.9,4,200,0.8375783891281015
506,18,0.9,4,300,0.7988634185770341
507,18,0.9,4,400,0.6338025834038085
508,18,0.9,4,500,0.5570094835869307
509,18,0.9,4,600,0.5482307144098416
510,18,0.9,4,700,0.4956032295597676
511,18,0.9,4,800,0.4997520766222398
512,18,0.9,4,900,0.5026201417184125
513,18,0.9,4,1000,0.5166885900963373
514,18,0.9,4,2000,0.8701160698156729
515,18,0.9,4,3000,0.9388211950219745
516,18,0.9,4,4000,0.8747926038177661
517,18,0.9,4,5000,0.9337195470071129
518,18,0.9,4,6000,0.8973764189801217
519,18,0.9,4,7000,0.8381637479789847
520,18,0.9,4,8000,0.8579555861589719
521,18,0.9,4,9000,0.8684414482096925
522,18,0.9,4,10000,0.9951197676362988
523,18,0.9,4,20000,0.93072625582137
524,18,0.9,4,30000,0.9332069616991081
525,18,0.9,4,40000,0.9750518485861467
526,18,0.9,4,50000,0.9939312165554273
527,18,0.9,4,60000,0.9589787144862351
528,18,0.9,4,70000,0.9398972877894457
529,18,0.9,4,80000,0.9362922070237344
530,18,0.9,4,90000,0.9271793809419985
531,18,0.9,4,100000,0.9613300668700031
532,19,0.9,4,100,0.5907097827627588
533,19,0.9,4,200,0.44794348849546617
534,19,0.9,4,300,1.2563248050894849
535,19,0.9,4,400,1.148426886919488
536,19,0.9,4,500,1.0506419797499191
537,19,0.9,4,600,1.079141565060791
538,19,0.9,4,700,0.9653667349908281
539,19,0.9,4,800,0.9888153047334183
540,19,0.9,4,900,1.1460487453001946
541,19,0.9,4,1000,1.0795185867742516
542,19,0.9,4,2000,1.0764213671348892
543,19,0.9,4,3000,1.0835989638250725
544,19,0.9,4,4000,0.9983554635155404
545,19,0.9,4,5000,0.9617052968187674
546,19,0.9,4,6000,0.9732944430903755
547,19,0.9,4,7000,0.9062204033342207
548,19,0.9,4,8000,0.9233582955590566
549,19,0.9,4,9000,0.9518877604072646
550,19,0.9,4,10000,0.981147480146433
551,19,0.9,4,20000,0.9956058323777708
552,19,0.9,4,30000,0.9608095986891146
553,19,0.9,4,40000,0.9543183206126657
554,19,0.9,4,50000,0.9345201491725293
555,19,0.9,4,60000,0.8967470458778385
556,19,0.9,4,70000,0.9403481802245915
557,19,0.9,4,80000,0.9686183908672563
558,19,0.9,4,90000,0.9572276682070059
559,19,0.9,4,100000,0.9367405327996838
560,20,0.9,4,100,0.3948386999848391
561,20,0.9,4,200,0.5023977934500595
562,20,0.9,4,300,0.9212695143631048
563,20,0.9,4,400,0.8780339379293303
564,20,0.9,4,500,1.2476604527911483
565,20,0.9,4,600,1.3361947191590378
566,20,0.9,4,700,1.4330427008187339
567,20,0.9,4,800,1.426387067973717
568,20,0.9,4,900,1.7848516679735402
569,20,0.9,4,1000,1.9432112045985015
570,20,0.9,4,2000,1.480906541356213
571,20,0.9,4,3000,1.271640199816568
572,20,0.9,4,4000,1.208563947487536
573,20,0.9,4,5000,1.0776089459380926
574,20,0.9,4,6000,1.1079414590447008
575,20,0.9,4,7000,1.0955781368732846
576,20,0.9,4,8000,1.098031782758035
577,20,0.9,4,9000,1.1749999046121962
578,20,0.9,4,10000,1.1827661953609117
579,20,0.9,4,20000,1.1361264249412701
580,20,0.9,4,30000,1.02452140295583
581,20,0.9,4,40000,1.0428081988024978
582,20,0.9,4,50000,1.0377849188850639
583,20,0.9,4,60000,1.0286383583845142
584,20,0.9,4,70000,1.0276585265391112
585,20,0.9,4,80000,1.0038132983567019
586,20,0.9,4,90000,1.0048575925113425
587,20,0.9,4,100000,1.0138460281493402
588,21,0.9,4,100,0.21509615499020676
589,21,0.9,4,200,0.3121704986432202
590,21,0.9,4,300,0.2795368453497421
591,21,0.9,4,400,0.3207232194070717
592,21,0.9,4,500,0.3283859446492686
593,21,0.9,4,600,0.3973060507975361
594,21,0.9,4,700,0.379453787224286
595,21,0.9,4,800,0.39472318801476775
596,21,0.9,4,900,0.4411665165598937
597,21,0.9,4,1000,0.42872164985145333
598,21,0.9,4,2000,0.7329677039666821
599,21,0.9,4,3000,0.775350136923929
600,21,0.9,4,4000,0.6650293327642077
601,21,0.9,4,5000,0.8252884859112626
602,21,0.9,4,6000,0.7788604201936653
603,21,0.9,4,7000,0.7924890024398291
604,21,0.9,4,8000,0.8469900081675336
605,21,0.9,4,9000,0.9388897906738166
606,21,0.9,4,10000,0.9742716271227404
607,21,0.9,4,20000,1.0312521826093166
608,21,0.9,4,30000,0.9637607721613388
609,21,0.9,4,40000,0.9266551202060637
610,21,0.9,4,50000,0.9520278073635223
611,21,0.9,4,60000,1.007082512381064
612,21,0.9,4,70000,1.0407440310891864
613,21,0.9,4,80000,1.0291691489884185
614,21,0.9,4,90000,1.0103545019061582
615,21,0.9,4,100000,1.0188894553390246
616,22,0.9,4,100,1.3673520177099483
617,22,0.9,4,200,1.00864552288898
618,22,0.9,4,300,0.7616611994557159
619,22,0.9,4,400,0.6526962423815857
620,22,0.9,4,500,0.7228367961903643
621,22,0.9,4,600,0.69863025670966
622,22,0.9,4,700,0.7440961551830144
623,22,0.9,4,800,0.7701667454813804
624,22,0.9,4,900,0.7306547036295188
625,22,0.9,4,1000,0.6770401904762955
626,22,0.9,4,2000,0.7845605908670996
627,22,0.9,4,3000,0.7999156544596211
628,22,0.9,4,4000,0.7764775622765085
629,22,0.9,4,5000,0.7609553626817425
630,22,0.9,4,6000,0.7924979020882014
631,22,0.9,4,7000,0.776870295283711
632,22,0.9,4,8000,0.7981134183546332
633,22,0.9,4,9000,0.7949993663383254
634,22,0.9,4,10000,0.8033064566984631
635,22,0.9,4,20000,0.8765638102504647
636,22,0.9,4,30000,0.9664762928898135
637,22,0.9,4,40000,1.010999595335887
638,22,0.9,4,50000,0.9816183927569988
639,22,0.9,4,60000,0.9357061636974382
640,22,0.9,4,70000,0.9481054929387248
641,22,0.9,4,80000,0.9447419816628295
642,22,0.9,4,90000,0.9634451506352524
643,22,0.9,4,100000,0.976505081403155
644,23,0.9,4,100,0.5963677242878567
